text|en-US-AdamMultilingualNeural|en-US-AlloyTurboMultilingualNeural|en-US-AmberNeural|en-US-AnaNeural|en-US-AndrewMultilingualNeural|en-US-AndrewNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural
Oh my God, Nisha!|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3|051_Oh_my_God_Nisha.mp3
I can’t believe it, Nisha!|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3|052_I_cant_believe_it_Nisha.mp3
Nisha, I’m so proud of you.|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3|053_Nisha_Im_so_proud_of_you.mp3
Don’t do that, Nisha!|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3|054_Dont_do_that_Nisha.mp3
Hurry up, Nisha!|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3|055_Hurry_up_Nisha.mp3
I’m really angry with you, Nisha.|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3|056_Im_really_angry_with_you_Nisha.mp3
Wow, that’s amazing, Nisha!|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3|057_Wow_thats_amazing_Nisha.mp3
Calm down, Nisha.|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3|058_Calm_down_Nisha.mp3
I love you, Nisha.|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3|059_I_love_you_Nisha.mp3
Please don’t cry, Nisha.|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3|060_Please_dont_cry_Nisha.mp3
Hey Nisha, can you help me with this?|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3|061_Hey_Nisha_can_you_help_me_with_this.mp3
I need your advice, Nisha.|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3|062_I_need_your_advice_Nisha.mp3
Let’s go out, Nisha.|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3|063_Lets_go_out_Nisha.mp3
It’s all up to you, Nisha.|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3|064_Its_all_up_to_you_Nisha.mp3
I trust you, Nisha.|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3|065_I_trust_you_Nisha.mp3
Thanks for being here, Nisha.|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3|066_Thanks_for_being_here_Nisha.mp3
Are you listening, Nisha?|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3|067_Are_you_listening_Nisha.mp3
Take care, Nisha.|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3|068_Take_care_Nisha.mp3
Don’t forget about it, Nisha.|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3|069_Dont_forget_about_it_Nisha.mp3
You’re the best, Nisha.|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3|070_Youre_the_best_Nisha.mp3
Hey Nisha, can you hear me?|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3|071_Hey_Nisha_can_you_hear_me.mp3
Hey Nisha, please respond.|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3|072_Hey_Nisha_please_respond.mp3
Hey Nisha, what’s going on?|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3|073_Hey_Nisha_whats_going_on.mp3
Hey Nisha, help me out.|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3|074_Hey_Nisha_help_me_out.mp3
Hey Nisha, where are you?|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3|075_Hey_Nisha_where_are_you.mp3
Hey Nisha, come here.|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3|076_Hey_Nisha_come_here.mp3
Hey Nisha, don’t be late.|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3|077_Hey_Nisha_dont_be_late.mp3
Hey Nisha, wake up!|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3|078_Hey_Nisha_wake_up.mp3
Hey Nisha, answer me.|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3|079_Hey_Nisha_answer_me.mp3
Hey Nisha, let’s do this.|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3|080_Hey_Nisha_lets_do_this.mp3
Okay Nisha, can you hear me?|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3|081_Okay_Nisha_can_you_hear_me.mp3
Okay Nisha, please respond.|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3|082_Okay_Nisha_please_respond.mp3
Okay Nisha, what’s going on?|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3|083_Okay_Nisha_whats_going_on.mp3
Okay Nisha, help me out.|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3|084_Okay_Nisha_help_me_out.mp3
Okay Nisha, where are you?|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3|085_Okay_Nisha_where_are_you.mp3
Okay Nisha, come here.|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3|086_Okay_Nisha_come_here.mp3
Okay Nisha, don’t be late.|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3|087_Okay_Nisha_dont_be_late.mp3
Okay Nisha, wake up!|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3|088_Okay_Nisha_wake_up.mp3
Okay Nisha, answer me.|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3|089_Okay_Nisha_answer_me.mp3
Okay Nisha, let’s do this.|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3|090_Okay_Nisha_lets_do_this.mp3
Alright Nisha, can you hear me?|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3|091_Alright_Nisha_can_you_hear_me.mp3
Alright Nisha, please respond.|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3|092_Alright_Nisha_please_respond.mp3
Alright Nisha, what’s going on?|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3|093_Alright_Nisha_whats_going_on.mp3
Alright Nisha, help me out.|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3|094_Alright_Nisha_help_me_out.mp3
Alright Nisha, where are you?|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3|095_Alright_Nisha_where_are_you.mp3
Alright Nisha, come here.|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3|096_Alright_Nisha_come_here.mp3
Alright Nisha, don’t be late.|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3|097_Alright_Nisha_dont_be_late.mp3
Alright Nisha, wake up!|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3|098_Alright_Nisha_wake_up.mp3
Alright Nisha, answer me.|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3|099_Alright_Nisha_answer_me.mp3
Alright Nisha, let’s do this.|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3|100_Alright_Nisha_lets_do_this.mp3
Listen Nisha, can you hear me?|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3|101_Listen_Nisha_can_you_hear_me.mp3
Listen Nisha, please respond.|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3|102_Listen_Nisha_please_respond.mp3
